SiteID,Ts,NOx,NO2,NO,PM10,NVPM10,VPM10,NVPM2.5,PM2.5,VPM2.5,CO,O3,SO2,Location,Lat,Long
501,1546340400,206.75,72.25,87.5,9.1,,,,,,,,,"Colston Avenue",51.4552693825,-2.59664882861
501,1546365600,218.75,73.75,94.5,10.325,,,,,,,,,"Colston Avenue",51.4552693825,-2.59664882861
501,1546408800,145.5,61.25,54.75,7.0,,,,,,,,,"Colston Avenue",51.4552693825,-2.59664882861
501,1546419600,1002.25,201.75,522.25,21.075,,,,,,,,,"Colston Avenue",51.4552693825,-2.59664882861
501,1546459200,171.0,57.75,74.0,9.5,,,,,,,,,"Colston Avenue",51.4552693825,-2.59664882861
501,1546466400,61.5,30.5,20.25,6.8,,,,,,,,,"Colston Avenue",51.4552693825,-2.59664882861
501,1546473600,116.0,53.75,40.5,8.5,,,,,,,,,"Colston Avenue",51.4552693825,-2.59664882861
501,1546480800,59.0,30.0,19.0,8.075,,,,,,,,,"Colston Avenue",51.4552693825,-2.59664882861
501,1546531200,254.75,93.25,105.5,10.975,,,,,,,,,"Colston Avenue",51.4552693825,-2.59664882861
501,1546538400,314.75,98.5,140.75,13.4,,,,,,,,,"Colston Avenue",51.4552693825,-2.59664882861
501,1546552800,158.5,68.0,59.25,9.9,,,,,,,,,"Colston Avenue",51.4552693825,-2.59664882861
501,1546606800,583.5,151.0,281.75,25.425,,,,,,,,,"Colston Avenue",51.4552693825,-2.59664882861
501,1546642800,641.25,105.75,349.0,52.1,,,,,,,,,"Colston Avenue",51.4552693825,-2.59664882861
501,1546660800,280.25,68.0,138.25,36.175,,,,,,,,,"Colston Avenue",51.4552693825,-2.59664882861
501,1546664400,351.5,77.75,178.5,34.125,,,,,,,,,"Colston Avenue",51.4552693825,-2.59664882861
501,1546732800,451.0,99.0,229.5,42.775,,,,,,,,,"Colston Avenue",51.4552693825,-2.59664882861
501,1546747200,239.25,71.0,109.5,24.2,,,,,,,,,"Colston Avenue",51.4552693825,-2.59664882861
501,1546765200,305.0,102.75,131.75,15.875,,,,,,,,,"Colston Avenue",51.4552693825,-2.59664882861
501,1546794000,653.75,150.25,328.0,46.9,,,,,,,,,"Colston Avenue",51.4552693825,-2.59664882861
501,1546837200,59.75,25.75,22.25,6.425,,,,,,,,,"Colston Avenue",51.4552693825,-2.59664882861
501,1546844400,292.75,88.0,133.25,10.925,,,,,,,,,"Colston Avenue",51.4552693825,-2.59664882861
501,1546855200,398.25,102.75,192.75,12.0,,,,,,,,,"Colston Avenue",51.4552693825,-2.59664882861
501,1546869600,234.5,70.25,107.25,11.575,,,,,,,,,"Colston Avenue",51.4552693825,-2.59664882861
501,1546873200,248.0,80.25,109.25,10.125,,,,,,,,,"Colston Avenue",51.4552693825,-2.59664882861
501,1546930800,592.25,139.75,294.75,6.425,,,,,,,,,"Colston Avenue",51.4552693825,-2.59664882861
501,1546938000,1128.75,194.75,609.0,8.5,,,,,,,,,"Colston Avenue",51.4552693825,-2.59664882861
501,1546941600,1164.0,187.0,637.0,12.6,,,,,,,,,"Colston Avenue",51.4552693825,-2.59664882861
501,1546956000,527.0,133.75,256.25,25.45,,,,,,,,,"Colston Avenue",51.4552693825,-2.59664882861
501,1546963200,324.0,90.0,152.5,11.95,,,,,,,,,"Colston Avenue",51.4552693825,-2.59664882861
501,1546988400,255.75,85.25,111.0,9.075,,,,,,,,,"Colston Avenue",51.4552693825,-2.59664882861
501,1547002800,31.0,19.25,7.5,3.5,,,,,,,,,"Colston Avenue",51.4552693825,-2.59664882861
501,1547028000,672.0,135.25,350.0,13.225,,,,,,,,,"Colston Avenue",51.4552693825,-2.59664882861
501,1547038800,297.5,89.25,136.0,12.575,,,,,,,,,"Colston Avenue",51.4552693825,-2.59664882861
