SiteID,Ts,NOx,NO2,NO,PM10,NVPM10,VPM10,NVPM2.5,PM2.5,VPM2.5,CO,O3,SO2,Location,Lat,Long
500,1546300800,30.71,25.69,3.27,13.53,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1498312800,30.71475,18.19074,8.16794,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1498323600,26.61244,14.87447,7.6553,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1498348800,10.72913,8.07394,1.73167,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1498374000,11.72841,7.2216,2.93926,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1498381200,14.04253,7.43963,4.3063,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1498392000,17.56631,9.0772,5.53645,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1498399200,18.513,10.65215,5.12672,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1498410000,18.77597,11.85893,4.51117,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1498496400,76.05056,51.86318,15.7746,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1498503600,31.55625,25.84887,3.72226,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1498507200,27.03319,23.57778,2.25356,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1498597200,54.75009,44.54117,6.65809,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1498608000,24.59156,24.1026,0.31889,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1498611600,42.94774,37.99181,3.23217,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1498658400,235.09072,79.17893,101.68301,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1498669200,170.35403,73.34007,63.27085,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1498734000,84.75674,47.20002,24.49385,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1498798800,119.22716,50.02478,45.13262,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1498802400,129.52598,52.73958,50.07878,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1498813200,104.56642,46.14002,38.1047,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1498870800,15.72076,12.16939,2.31615,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1498885200,42.67561,24.0831,12.12572,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1498939200,16.74679,12.88205,2.52051,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1499022000,22.15083,15.93868,4.05146,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1499040000,4.90046,3.99464,0.59076,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1499072400,51.03478,24.8007,17.10942,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1499115600,14.64887,11.51333,2.04495,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1499126400,7.77785,6.31413,0.95461,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1499144400,42.0424,19.82534,14.48959,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1499148000,97.74859,32.45656,42.58235,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1499173200,36.7871,18.4907,11.93261,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1499198400,24.69991,19.89057,3.13657,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1499205600,37.94327,30.36333,4.94351,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1499212800,17.11289,16.48539,0.40925,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1499220000,63.27911,34.78009,18.58658,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1499230800,135.92122,38.91997,63.26257,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1499238000,66.85599,34.48738,21.11026,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1499263200,44.29012,26.35404,11.69761,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1499266800,100.36288,54.97362,29.60211,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1499299200,115.6176,69.79569,29.88427,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1499382000,14.84707,12.28397,1.67161,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1499421600,44.73998,24.28112,13.34292,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1499432400,35.88684,21.18367,9.58916,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1499436000,32.7777,18.96405,9.00903,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1499450400,29.66856,17.73859,7.78053,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1499461200,19.02371,14.83776,2.73001,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1499511600,64.34934,33.99168,19.79875,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1499536800,36.60528,29.12055,4.88142,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1499565600,26.55511,24.61789,1.26342,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1499580000,42.7099,26.06034,10.85856,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1499713200,19.60421,13.26702,4.13301,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1499752800,99.53828,42.32863,37.31116,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1499763600,57.54391,30.87751,17.39138,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1499882400,17.99882,13.5443,2.90516,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1499914800,40.3222,34.34604,3.89755,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1499936400,128.64954,55.83474,47.48858,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1499954400,41.4349,26.23239,9.91482,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1500001200,7.74295,6.48442,0.82079,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1500012000,75.14903,34.71872,26.36796,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1500073200,17.55422,14.77496,1.81258,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1500174000,5.63179,3.84776,1.16351,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1500195600,17.3204,9.65957,4.99627,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1500235200,25.71496,20.25792,3.55898,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1500267600,256.58463,80.59303,114.77873,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1500325200,155.28023,73.29429,53.46984,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1500328800,85.03188,73.22213,7.70212,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1500357600,296.31054,94.53714,131.59319,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1500411600,83.51199,56.31485,17.73752,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1500429600,27.80921,21.50675,4.11036,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1500490800,73.35877,50.40732,14.96854,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1500606000,5.12357,4.28272,0.54839,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1500627600,36.07847,22.72997,8.70566,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1500660000,107.22137,63.49716,28.51619,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1500674400,76.5867,43.42566,21.62706,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1500681600,38.53262,24.93465,8.86837,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1500688800,38.94217,27.21917,7.64554,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1500728400,44.4977,20.57859,15.59964,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1500735600,40.59814,21.09487,12.71971,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1500750000,20.19223,17.77404,1.57711,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1500760800,59.93568,40.90553,12.41114,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1500800400,109.71367,43.24519,43.34961,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1500811200,30.63642,19.85633,7.03059,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1500861600,10.54241,9.80598,0.48029,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1500879600,95.30984,48.44132,30.56685,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1500890400,96.96879,49.41645,31.01283,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1500897600,71.81684,38.9931,21.40709,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1500930000,81.44951,49.83561,20.61804,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1500937200,43.66807,33.62106,6.55249,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1500955200,189.71971,55.80566,87.33647,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1500962400,183.34573,53.43068,84.72838,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1500966000,155.60016,59.25571,62.83421,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1501030800,27.80622,26.05173,1.14425,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1501056000,96.17807,35.7533,39.40801,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1501074000,49.96542,20.17411,19.42939,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1501081200,34.79352,20.52948,9.30276,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1501106400,10.29331,7.50366,1.81936,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1501142400,81.83006,36.81332,29.35915,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1501146000,55.48346,24.47193,20.22519,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1501182000,33.26862,21.68536,7.5544,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1501192800,74.10315,33.66707,26.37173,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1501221600,79.91623,35.4122,29.02477,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1501243200,115.7926,49.74757,43.07345,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1501264800,66.81169,27.2584,25.79598,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1501268400,58.80932,27.63017,20.33452,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1501272000,45.8659,22.85021,15.01045,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1501416000,33.51947,21.08223,8.11136,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1501524000,63.38311,32.75483,19.97525,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1501549200,11.80399,9.95834,1.2037,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1501570800,131.51478,52.8374,51.31206,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1501596000,42.8501,25.6592,11.21162,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1501614000,54.0612,33.38993,13.48145,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1501675200,96.99777,42.82437,35.33097,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1501714800,17.42507,14.20737,2.09853,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1501740000,55.45356,31.55079,15.58898,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1501747200,54.26566,29.94076,15.86429,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1501750800,44.49244,24.91644,12.76714,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1501765200,28.40173,18.16522,6.67608,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1501812000,4.26946,3.63608,0.41308,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1501894800,26.50501,22.22836,2.78916,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1501941600,44.46351,26.72332,11.56985,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1501948800,37.2152,24.80763,8.09201,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1501966800,25.58545,20.56962,3.27124,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1501999200,77.63669,35.64915,27.38356,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1502017200,20.35662,12.90978,4.85671,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1502074800,6.82769,5.66541,0.75802,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1502100000,39.01539,25.59635,8.75167,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1502154000,20.75436,15.04686,3.72233,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1502182800,203.06005,61.48246,92.3345,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1502265600,149.17302,62.47686,56.54177,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1502283600,161.71268,62.2764,64.85065,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1502352000,178.84876,57.09788,79.40385,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1502373600,77.25355,44.83593,21.14222,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1502413200,20.03248,17.76503,1.47879,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1502445600,37.79099,22.92076,9.69812,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1502481600,97.45529,37.65794,38.99881,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1502528400,34.44299,20.3287,9.2051,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1502571600,75.96924,47.79332,18.37585,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1502625600,39.25759,23.26744,10.4285,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1502665200,72.52125,44.90668,18.00975,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1502686800,108.01828,56.48331,33.61023,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1502694000,73.61205,41.35674,21.03637,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1502704800,66.4396,33.86908,21.24194,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1502834400,71.89916,38.89741,21.52318,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1502845200,135.11007,42.3255,60.51252,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1502852400,171.73824,44.404,83.04523,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1502859600,79.81821,36.90185,27.98932,,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1520899200,24.54,21.83,1.77,18.36,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1520910000,24.58,23.19,0.91,21.26,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1520928000,80.52,48.27,21.03,14.49,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1520967600,212.51,114.43,63.96,33.82,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1521090000,55.89,42.27,8.88,2.9,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1521126000,27.34,21.71,3.67,28.99,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1521144000,51.92,37.88,9.16,26.09,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1521190800,117.45,56.82,39.54,19.32,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1521216000,169.87,68.62,66.03,22.22,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1521226800,101.85,69.02,21.42,37.68,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1521248400,80.84,44.82,23.49,36.72,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1521262800,30.09,17.69,8.09,14.49,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1521273600,79.26,34.46,29.22,28.02,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1521277200,77.05,35.0,27.43,31.89,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1521291600,145.84,64.09,53.32,32.85,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1521316800,112.72,50.78,40.39,30.92,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1521370800,81.91,36.58,29.56,34.78,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1521381600,85.21,40.05,29.46,32.85,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1521406800,57.05,31.61,16.59,32.85,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1521421200,28.22,19.61,5.62,18.36,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1521424800,20.06,15.33,3.09,22.22,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1521435600,80.26,42.25,24.79,25.12,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
500,1521464400,119.56,58.62,39.74,55.07,,,,,,,,,"Temple Way",51.4579497129,-2.58398909033
